user,mean_logon_count,std_logon_count,total_logon_volume,mean_unique_pcs,std_unique_pcs,mean_activity_hour,activity_hour_std,cluster_id
AAB0398,0.0,0.0,0.0,1.0,0.0,15.02808988764045,0.16546223026398219,0
AAC0610,0.6420323325635104,0.47995710540240943,5.631211781821365,1.0,0.0,13.480369515011548,2.0401542816101466,1
AAC0668,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0
AAC3270,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0
AAD2188,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0
AAD3030,0.0,0.0,0.0,1.0,0.0,15.564606741573034,0.4965062300328819,0
AAF0819,0.967948717948718,0.19379014721060348,5.713732805509369,1.0064102564102564,0.07993525288200594,12.025641025641026,1.2079517779003872,3
AAF3937,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0
AAG1447,1.0,0.0,5.288267030694535,1.0,0.0,9.0,0.0,3
AAG3799,1.0,0.0,0.6931471805599453,1.0,0.0,9.0,0.0,3
AAM0138,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0
AAP0352,0.04582210242587601,0.20938148462735917,2.8903717578961645,1.005390835579515,0.07332302335299766,15.789757412398922,0.9523811952113527,0
AAP1919,0.17316017316017315,0.3787958605989661,4.394449154672439,1.0303030303030303,0.1716056467460664,14.904761904761905,2.168503349353993,2
AAP1942,0.4358161648177496,0.49625670948264083,5.62040086571715,1.0,0.0,13.6513470681458,1.6974754153453038,1
AAR0641,1.0,0.0,5.877735781779639,1.0,0.0,9.0,0.0,3
AAS2987,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0
AAS3428,0.9703703703703703,0.20898413202141375,5.976350909297934,1.0098765432098766,0.09901112332701043,12.412345679012345,1.316440474831506,3
AAT2913,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0
AAW0894,0.9327956989247311,0.27136419105383563,5.8522024797744745,1.0080645161290323,0.08956026824743382,12.370967741935484,1.546063997947389,1
ABB0167,1.0,0.0,5.003946305945459,1.0,0.0,9.0,0.0,3
ABB0300,0.9954954954954955,0.06711560552140242,5.402677381872279,1.0,0.0,9.207207207207206,1.0256186047853062,3
ABC3523,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0
ABD3426,0.8911111111111111,0.3118464460109033,5.996452088619021,1.0022222222222221,0.0471404520791032,12.69111111111111,1.5408790801097672,1
ABG3605,0.0,0.0,0.0,1.0,0.0,15.896067415730338,0.3056025882108825,0
ABH0349,0.9346590909090909,0.26952083201763627,5.799092654460526,1.0085227272727273,0.09205522649021469,12.346590909090908,1.4398835710795161,3
ABH2671,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0
ABK0481,0.0,0.0,0.0,1.0,0.0,15.058823529411764,0.23883257361061264,0
ABK3081,0.9593908629441624,0.2330801269202434,5.937536205082426,1.0126903553299493,0.11207672107987415,12.47969543147208,1.3557319304742073,2
ABL0870,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0
ABM3203,0.022026431718061675,0.14693134618547216,2.3978952727983707,1.002202643171806,0.04693232544639324,13.887665198237885,0.6497935231746108,0
ABM3641,0.673469387755102,0.5159035400004869,3.5263605246161616,1.0204081632653061,0.14285714285714285,12.142857142857142,2.188987589427283,2
ABM3687,0.5322245322245323,0.5278701697831731,5.54907608489522,1.054054054054054,0.22635975512166176,14.002079002079002,2.176100258584686,2
ABM3772,1.0,0.0,5.627621113690637,1.0,0.0,12.51985559566787,1.0786814183345523,3
ABO1173,1.0,0.0,5.631211781821365,1.0,0.0,11.93525179856115,1.0490403597768758,3
ABP2917,0.6452905811623246,0.4789052795685778,5.777652323222656,1.0,0.0,13.488977955911823,2.0469829786234484,1
ABR0397,0.48598130841121495,0.5261895153528523,5.8998973535824915,1.0320427236315086,0.17623124784698535,13.618157543391188,2.507953406795055,2
ABS0677,0.6870588235294117,0.4692899683157743,5.680172609017068,1.0070588235294118,0.08381841797605633,13.24705882352941,2.0403123740730935,1
